"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",2,"normal",100,10,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",3,"normal",120,6,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",4,"normal",120,8,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",5,"normal",130,4,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",6,"normal",140,1,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",7,"normal",120,6,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",8,"normal",140,1,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",9,"normal",120,3,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",10,"normal",100,5,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",11,"normal",80,8,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Squat (Barbell)",,"",12,"normal",60,10,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Deadlift (Barbell)",,"",1,"normal",80,14,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Deadlift (Barbell)",,"",2,"normal",100,8,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Deadlift (Barbell)",,"",6,"normal",140,3,,,
"Legsback","19 Mar 2024, 16:39","19 Mar 2024, 18:06","","Deadlift (Barbell)",,"",10,"normal",140,3,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",0,"warmup",30,20,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",1,"normal",30,20,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",2,"normal",40,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",3,"normal",40,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",4,"normal",50,8,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",5,"normal",55,5,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",6,"normal",55,4,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Shoulder Press (Dumbbell)",,"",7,"normal",45,6,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Reverse Curl (Barbell)",,"",0,"normal",20,14,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Reverse Curl (Barbell)",,"",1,"normal",20,14,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Reverse Curl (Barbell)",,"",2,"normal",20,14,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Reverse Curl (Barbell)",,"",3,"normal",20,14,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Bicep Curl (Cable)",,"",0,"normal",16,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Bicep Curl (Cable)",,"",1,"normal",16,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Bicep Curl (Cable)",,"",2,"normal",16,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Bicep Curl (Cable)",,"",3,"normal",16,20,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Bicep Curl (Cable)",,"",4,"normal",16,20,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Bicep Curl (Cable)",,"",5,"normal",16,20,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Skullcrusher (Barbell)",,"",0,"normal",20,20,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Skullcrusher (Barbell)",,"",1,"normal",30,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Skullcrusher (Barbell)",,"",2,"normal",30,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Skullcrusher (Barbell)",,"",3,"normal",30,12,,,
"Arms","3 Mar 2024, 16:08","3 Mar 2024, 17:30","","Skullcrusher (Barbell)",,"",4,"normal",20,20,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",1,"normal",80,14,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",2,"normal",100,8,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",7,"normal",160,3,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",8,"normal",160,2,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",9,"normal",160,1,,,
"Legsback","2 Mar 2024, 15:28","2 Mar 2024, 16:04","","Deadlift (Barbell)",,"",10,"normal",140,3,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",1,"normal",80,10,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",2,"normal",100,10,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",3,"normal",120,6,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",4,"normal",120,10,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",5,"normal",130,4,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",6,"normal",140,1,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",7,"normal",120,4,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",8,"normal",140,1,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",9,"normal",100,8,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",10,"normal",100,8,,,
"Legsback","2 Mar 2024, 13:27","2 Mar 2024, 14:27","","Squat (Barbell)",,"",11,"normal",80,12,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",3,"normal",110,9,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",4,"normal",130,5,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",5,"normal",120,4,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",6,"normal",140,2,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",7,"normal",120,4,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",8,"normal",120,4,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Squat (Barbell)",,"",9,"normal",120,4,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",1,"normal",100,8,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",2,"normal",140,3,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",3,"normal",150,3,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",4,"normal",160,3,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",5,"normal",170,1,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",6,"normal",140,3,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Deadlift (Barbell)",,"",7,"normal",140,3,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Bench Press (Barbell)",,"",0,"normal",60,12,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Bench Press (Barbell)",,"",2,"normal",70,8,,,
"Legsback","26 Feb 2024, 16:34","26 Feb 2024, 18:00","","Bench Press (Barbell)",,"",3,"normal",70,8,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",6,"normal",130,5,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",7,"normal",140,3,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",8,"normal",150,1,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",9,"normal",130,3,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",10,"normal",150,1,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",11,"normal",130,3,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Squat (Barbell)",,"",12,"normal",110,6,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Deadlift (Barbell)",,"",2,"normal",100,8,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Deadlift (Barbell)",,"",7,"normal",160,3,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Deadlift (Barbell)",,"",8,"normal",170,2,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",0,"normal",20,20,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",2,"normal",60,12,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",3,"normal",70,8,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",4,"normal",70,8,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",5,"normal",80,4,,,
"Legsback","22 Feb 2024, 18:43","22 Feb 2024, 20:00","","Bench Press (Barbell)",,"",6,"normal",,4,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",6,"normal",130,5,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",7,"normal",140,3,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",8,"normal",140,3,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",9,"normal",120,4,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Squat (Barbell)",,"",10,"normal",120,6,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Deadlift (Barbell)",,"",1,"normal",80,14,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Deadlift (Barbell)",,"",3,"normal",120,10,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Deadlift (Barbell)",,"",7,"normal",160,3,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Deadlift (Barbell)",,"",8,"normal",170,2,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Bench Press (Dumbbell)",,"",0,"normal",40,16,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Bench Press (Dumbbell)",,"",1,"normal",55,10,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Bench Press (Dumbbell)",,"",2,"normal",55,10,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Bench Press (Dumbbell)",,"",3,"normal",60,8,,,
"Legsback","18 Feb 2024, 16:17","18 Feb 2024, 17:39","","Bench Press (Dumbbell)",,"",4,"normal",60,8,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",6,"normal",130,5,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",7,"normal",140,3,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",8,"normal",150,1,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",9,"normal",130,4,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",10,"normal",150,1,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Squat (Barbell)",,"",11,"normal",130,4,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",0,"normal",70,12,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",2,"normal",100,8,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",7,"normal",160,3,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",8,"normal",170,2,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Deadlift (Barbell)",,"",9,"normal",150,3,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Bench Press (Dumbbell)",,"",0,"normal",40,16,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Bench Press (Dumbbell)",,"",1,"normal",50,12,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Bench Press (Dumbbell)",,"",2,"normal",60,8,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Bench Press (Dumbbell)",,"",3,"normal",60,8,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Bench Press (Dumbbell)",,"",4,"normal",68,5,,,
"Legsback","14 Feb 2024, 15:55","14 Feb 2024, 17:17","","Bench Press (Dumbbell)",,"",5,"normal",68,5,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",6,"normal",130,5,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",7,"normal",140,3,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",8,"normal",140,3,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",9,"normal",110,10,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",10,"normal",90,8,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Squat (Barbell)",,"",11,"normal",90,8,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",0,"normal",70,12,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",2,"normal",100,12,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",7,"normal",160,3,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",8,"normal",170,1,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Deadlift (Barbell)",,"",9,"normal",150,6,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Bench Press (Dumbbell)",,"",0,"normal",40,16,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Bench Press (Dumbbell)",,"",1,"normal",50,12,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Bench Press (Dumbbell)",,"",2,"normal",60,8,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Bench Press (Dumbbell)",,"",3,"normal",60,8,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Bench Press (Dumbbell)",,"",4,"normal",60,8,,,
"Legsback","10 Feb 2024, 13:40","10 Feb 2024, 15:00","","Bench Press (Dumbbell)",,"",5,"normal",60,8,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",6,"normal",130,5,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",7,"normal",140,3,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",8,"normal",140,3,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",9,"normal",130,4,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",10,"normal",110,8,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Squat (Barbell)",,"",11,"normal",90,8,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",2,"normal",100,10,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",7,"normal",160,3,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",8,"normal",170,1,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Deadlift (Barbell)",,"",9,"normal",150,6,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Bench Press (Dumbbell)",,"",0,"normal",40,16,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Bench Press (Dumbbell)",,"",1,"normal",50,12,,,
"Legsback","6 Feb 2024, 16:59","6 Feb 2024, 18:21","","Bench Press (Dumbbell)",,"",2,"normal",60,8,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",4,"normal",130,5,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",5,"normal",140,3,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",6,"normal",130,4,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",7,"normal",110,8,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Squat (Barbell)",,"",8,"normal",90,10,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Deadlift (Barbell)",,"",0,"normal",60,12,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Deadlift (Barbell)",,"",1,"normal",100,8,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Deadlift (Barbell)",,"",2,"normal",140,3,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Deadlift (Barbell)",,"",3,"normal",150,3,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Deadlift (Barbell)",,"",4,"normal",150,3,,,
"Legsback","2 Feb 2024, 15:50","2 Feb 2024, 16:36","","Deadlift (Barbell)",,"",5,"normal",150,3,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",0,"warmup",60,12,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",1,"normal",90,10,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",2,"normal",110,6,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",3,"normal",110,10,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",4,"normal",120,5,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",5,"normal",120,10,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",6,"normal",130,3,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",7,"normal",110,6,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",8,"normal",130,4,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Squat (Barbell)",,"",9,"normal",80,10,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Deadlift (Barbell)",,"",0,"normal",60,14,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Deadlift (Barbell)",,"",2,"normal",100,10,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Deadlift (Barbell)",,"",4,"normal",120,8,,,
"Legsback","28 Jan 2024, 16:22","28 Jan 2024, 17:29","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
