"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Squat (Barbell)",,"",5,"normal",120,4,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Squat (Barbell)",,"",6,"normal",120,8,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Squat (Barbell)",,"",7,"normal",130,4,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Squat (Barbell)",,"",8,"normal",130,4,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Squat (Barbell)",,"",9,"normal",120,4,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",0,"normal",70,14,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",2,"normal",100,10,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",4,"normal",120,10,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",6,"normal",150,3,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",7,"normal",160,2,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Deadlift (Barbell)",,"",8,"normal",100,10,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Chest Press (Machine)",,"",0,"normal",41,24,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Chest Press (Machine)",,"",1,"normal",41,24,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Chest Press (Machine)",,"",2,"normal",50,20,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Chest Press (Machine)",,"",3,"normal",50,20,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Chest Press (Machine)",,"",4,"normal",72,8,,,
"Legsback","4 Dec 2023, 18:04","4 Dec 2023, 19:58","","Chest Press (Machine)",,"",5,"normal",72,6,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Overhead Press (Barbell)",,"",0,"normal",30,14,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Overhead Press (Barbell)",,"",1,"normal",30,16,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Overhead Press (Barbell)",,"",2,"normal",40,8,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Overhead Press (Barbell)",,"",3,"normal",40,8,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Overhead Press (Barbell)",,"",4,"normal",40,7,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Overhead Press (Barbell)",,"",5,"normal",40,7,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",60,20,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,22,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",60,22,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",60,24,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Seated Cable Row - V Grip (Cable)",,"",4,"normal",80,12,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Seated Cable Row - V Grip (Cable)",,"",5,"normal",80,12,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Standing Military Press (Barbell)",,"",0,"normal",20,20,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Standing Military Press (Barbell)",,"",1,"normal",20,20,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Standing Military Press (Barbell)",,"",2,"normal",20,24,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Standing Military Press (Barbell)",,"",3,"normal",20,20,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Pendlay Row (Barbell)",,"",0,"normal",40,16,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Pendlay Row (Barbell)",,"",1,"normal",40,16,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Pendlay Row (Barbell)",,"",2,"normal",40,18,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",1,"normal",40,5,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",2,"normal",40,5,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",3,"normal",40,5,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",4,"normal",40,5,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",5,"normal",60,4,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",6,"normal",60,4,,,
"Upper Body","2 Dec 2023, 12:48","2 Dec 2023, 14:22","","Hang Snatch",,"",7,"normal",60,4,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Decline Crunch (Weighted)",,"",0,"normal",,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Decline Crunch (Weighted)",,"",1,"normal",,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Decline Crunch (Weighted)",,"",2,"normal",,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Decline Crunch (Weighted)",,"",3,"normal",,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Decline Crunch (Weighted)",,"",4,"normal",,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,24,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,24,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Back Extension (Weighted Hyperextension)",,"",2,"normal",,26,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Back Extension (Weighted Hyperextension)",,"",3,"normal",,26,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Side Bend (Dumbbell)",,"",0,"normal",25,40,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Side Bend (Dumbbell)",,"",1,"normal",35,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Side Bend (Dumbbell)",,"",2,"normal",35,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Side Bend (Dumbbell)",,"",3,"normal",35,30,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",0,"normal",60,10,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",1,"normal",80,8,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",2,"normal",90,6,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",3,"normal",90,8,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",4,"normal",100,4,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",5,"normal",100,5,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Front Squat",,"",6,"normal",110,3,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Clean and Jerk",,"",0,"normal",40,4,,,
"Light core","1 Dec 2023, 17:38","1 Dec 2023, 19:04","","Clean and Jerk",,"",1,"normal",60,4,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",1,"normal",35,18,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",2,"normal",45,14,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",3,"normal",45,14,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",4,"normal",55,7,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",5,"normal",55,7,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",6,"normal",55,8,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Shoulder Press (Dumbbell)",,"",7,"normal",55,6,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Triceps Pushdown",,"",0,"warmup",9,30,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Triceps Pushdown",,"",1,"normal",18,16,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Triceps Pushdown",,"",2,"normal",18,16,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Triceps Pushdown",,"",3,"normal",18,30,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Triceps Pushdown",,"",4,"normal",18,30,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Triceps Pushdown",,"",5,"normal",18,32,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Preacher Curl (Barbell)",,"",0,"normal",10,34,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Preacher Curl (Barbell)",,"",1,"normal",16,16,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Preacher Curl (Barbell)",,"",2,"normal",20,12,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Preacher Curl (Barbell)",,"",3,"normal",20,12,,,
"Arms","30 Nov 2023, 17:41","30 Nov 2023, 18:41","","Preacher Curl (Barbell)",,"",4,"normal",20,12,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",0,"warmup",60,10,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",1,"normal",100,6,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",2,"normal",100,10,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",3,"normal",110,6,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",4,"normal",110,10,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",5,"normal",120,4,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",6,"normal",120,8,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",7,"normal",130,4,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",8,"normal",130,2,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Squat (Barbell)",,"",9,"normal",120,4,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Deadlift (Barbell)",,"",0,"normal",70,14,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Deadlift (Barbell)",,"",2,"normal",100,10,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Deadlift (Barbell)",,"",4,"normal",120,10,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Deadlift (Barbell)",,"",5,"normal",140,3,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Deadlift (Barbell)",,"",7,"normal",160,1,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Deadlift (Barbell)",,"",8,"normal",100,8,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Chest Press (Machine)",,"",0,"normal",41,24,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Chest Press (Machine)",,"",1,"normal",41,24,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Chest Press (Machine)",,"",2,"normal",50,20,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Chest Press (Machine)",,"",3,"normal",50,20,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Chest Press (Machine)",,"",4,"normal",63,14,,,
"Legsback","29 Nov 2023, 17:24","29 Nov 2023, 19:11","","Chest Press (Machine)",,"",5,"normal",72,10,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",0,"normal",30,14,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",1,"normal",30,14,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",2,"normal",40,8,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",3,"normal",40,8,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",4,"normal",40,8,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",5,"normal",40,8,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",6,"normal",50,2,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Overhead Press (Barbell)",,"",7,"normal",50,2,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Standing Military Press (Barbell)",,"",0,"normal",20,20,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Standing Military Press (Barbell)",,"",1,"normal",20,20,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Standing Military Press (Barbell)",,"",2,"normal",30,14,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Standing Military Press (Barbell)",,"",3,"normal",30,14,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Standing Military Press (Barbell)",,"",4,"normal",30,13,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Standing Military Press (Barbell)",,"",5,"normal",30,12,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Pendlay Row (Barbell)",,"",0,"normal",40,16,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Pendlay Row (Barbell)",,"",1,"normal",40,18,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Pendlay Row (Barbell)",,"",2,"normal",40,18,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Pendlay Row (Barbell)",,"",3,"normal",40,18,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Pendlay Row (Barbell)",,"",4,"normal",60,10,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Pendlay Row (Barbell)",,"",5,"normal",60,12,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",0,"normal",20,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",1,"normal",40,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",2,"normal",40,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",3,"normal",60,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",4,"normal",60,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",5,"normal",70,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",6,"normal",70,5,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",7,"normal",50,8,,,
"Upper Body","27 Nov 2023, 18:10","27 Nov 2023, 19:50","","Hang Snatch",,"",8,"normal",50,6,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Decline Crunch (Weighted)",,"",0,"normal",,30,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Decline Crunch (Weighted)",,"",1,"normal",,30,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Decline Crunch (Weighted)",,"",2,"normal",22,20,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Decline Crunch (Weighted)",,"",3,"normal",22,20,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Decline Crunch (Weighted)",,"",4,"normal",22,20,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Side Bend (Dumbbell)",,"",0,"normal",25,40,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Side Bend (Dumbbell)",,"",1,"normal",30,40,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Side Bend (Dumbbell)",,"",2,"normal",30,40,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Side Bend (Dumbbell)",,"",3,"normal",35,40,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Front Squat",,"",0,"normal",60,14,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Front Squat",,"",1,"normal",70,10,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Front Squat",,"",2,"normal",100,5,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Front Squat",,"",3,"normal",100,5,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Front Squat",,"",4,"normal",100,6,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Clean and Jerk",,"",0,"normal",40,4,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Clean and Jerk",,"",1,"normal",60,4,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Clean and Jerk",,"",2,"normal",60,4,,,
"Light core","26 Nov 2023, 14:22","26 Nov 2023, 16:01","","Clean and Jerk",,"",3,"normal",60,4,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Arnold Press (Dumbbell)",,"",0,"normal",30,14,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Arnold Press (Dumbbell)",,"",1,"normal",30,16,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Arnold Press (Dumbbell)",,"",2,"normal",35,12,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Arnold Press (Dumbbell)",,"",3,"normal",35,12,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Arnold Press (Dumbbell)",,"",4,"normal",40,10,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Arnold Press (Dumbbell)",,"",5,"normal",40,12,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Shoulder Press (Dumbbell)",,"",0,"warmup",35,18,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Shoulder Press (Dumbbell)",,"",1,"normal",35,18,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Shoulder Press (Dumbbell)",,"",2,"normal",45,14,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Shoulder Press (Dumbbell)",,"",3,"normal",45,14,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Shoulder Press (Dumbbell)",,"",4,"normal",45,14,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Shoulder Press (Dumbbell)",,"",5,"normal",45,14,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Reverse Curl (Barbell)",,"",0,"normal",20,20,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Reverse Curl (Barbell)",,"",1,"normal",,20,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Preacher Curl (Barbell)",,"",0,"normal",10,34,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Preacher Curl (Barbell)",,"",1,"normal",10,34,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Preacher Curl (Barbell)",,"",2,"normal",15,26,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Preacher Curl (Barbell)",,"",3,"normal",15,26,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Preacher Curl (Barbell)",,"",4,"normal",20,18,,,
"Arms","25 Nov 2023, 16:13","25 Nov 2023, 17:40","","Preacher Curl (Barbell)",,"",5,"normal",20,20,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",0,"warmup",60,10,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",1,"normal",100,6,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",2,"normal",100,10,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",3,"normal",110,6,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",4,"normal",110,10,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",5,"normal",120,4,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",6,"normal",120,8,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",7,"normal",130,4,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",8,"normal",130,4,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Squat (Barbell)",,"",9,"normal",130,3,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Deadlift (Barbell)",,"",0,"normal",60,14,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Deadlift (Barbell)",,"",1,"normal",100,14,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Deadlift (Barbell)",,"",2,"normal",120,10,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Deadlift (Barbell)",,"",3,"normal",140,3,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Deadlift (Barbell)",,"",4,"normal",150,3,,,
"Legsback","24 Nov 2023, 13:06","24 Nov 2023, 14:36","","Deadlift (Barbell)",,"",5,"normal",160,1,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Seated Overhead Press (Barbell)",,"",0,"normal",20,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Seated Overhead Press (Barbell)",,"",1,"normal",20,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Seated Overhead Press (Barbell)",,"",2,"normal",20,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Seated Overhead Press (Barbell)",,"",3,"normal",20,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",0,"normal",30,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",1,"normal",40,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",2,"normal",40,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",3,"normal",40,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",4,"normal",40,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",5,"normal",40,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Snatch",,"",6,"normal",40,4,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Clean Pull",,"",0,"normal",40,10,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Clean Pull",,"",1,"normal",40,10,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Clean Pull",,"",2,"normal",50,8,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Clean Pull",,"",3,"normal",50,8,,,
"Evening workout 🏋️","23 Nov 2023, 17:42","23 Nov 2023, 18:41","","Clean Pull",,"",4,"normal",40,8,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Overhead Press (Barbell)",,"",0,"normal",30,14,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Overhead Press (Barbell)",,"",1,"normal",30,14,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Overhead Press (Barbell)",,"",2,"normal",40,8,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Overhead Press (Barbell)",,"",3,"normal",40,8,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Overhead Press (Barbell)",,"",4,"normal",40,8,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Overhead Press (Barbell)",,"",5,"normal",40,8,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",62,20,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,20,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",73,16,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",73,16,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",4,"normal",73,16,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",5,"normal",73,16,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Seated Cable Row - V Grip (Cable)",,"",6,"normal",73,14,,,
"Upper Body","22 Nov 2023, 17:24","22 Nov 2023, 18:41","","Standing Military Press (Barbell)",,"",0,"normal",20,18,,,
